Date	H (cm)	date	date from zero
41924.7597	334.8	12/10/2014 18:14	4722.0798
41924.7597	348.7	12/10/2014 18:14	4722.0798
41924.7597	365.3	12/10/2014 18:14	4722.0798
41924.7694	374.6	12/10/2014 18:28	4722.0895
41924.7694	367.1	12/10/2014 18:28	4722.0895
41924.7694	352.2	12/10/2014 18:28	4722.0895
41924.7799	338.1	12/10/2014 18:43	4722.1
41924.7799	333.5	12/10/2014 18:43	4722.1
41924.7896	335.6	12/10/2014 18:57	4722.1097
41924.8	342	12/10/2014 19:12	4722.1201
41924.8	341.5	12/10/2014 19:12	4722.1201
41924.8097	337.5	12/10/2014 19:26	4722.1298
41924.8097	339.7	12/10/2014 19:26	4722.1298
41924.8097	343.8	12/10/2014 19:26	4722.1298
41924.8194	343.4	12/10/2014 19:40	4722.1395
41924.8194	336.7	12/10/2014 19:40	4722.1395
41924.8194	328.1	12/10/2014 19:40	4722.1395
41924.8299	324.6	12/10/2014 19:55	4722.15
41924.8299	324.1	12/10/2014 19:55	4722.15
41924.8299	318.9	12/10/2014 19:55	4722.15
41924.8396	316	12/10/2014 20:09	4722.1597
41924.8396	317.8	12/10/2014 20:09	4722.1597
41924.85	317.7	12/10/2014 20:24	4722.1701
41924.85	314.2	12/10/2014 20:24	4722.1701
41924.85	313	12/10/2014 20:24	4722.1701
41924.8597	313.2	12/10/2014 20:38	4722.1798
41924.8597	317.1	12/10/2014 20:38	4722.1798
41924.8597	324	12/10/2014 20:38	4722.1798
41924.8694	328.5	12/10/2014 20:52	4722.1895
41924.8694	328.4	12/10/2014 20:52	4722.1895
41924.8799	319.5	12/10/2014 21:07	4722.2
41924.8799	311.6	12/10/2014 21:07	4722.2
41924.9	310.2	12/10/2014 21:36	4722.2201
41924.9194	325.3	12/10/2014 22:04	4722.2395
41924.9299	323.2	12/10/2014 22:19	4722.25
41924.9299	320.8	12/10/2014 22:19	4722.25
41924.9396	326.8	12/10/2014 22:33	4722.2597
41924.9396	340.3	12/10/2014 22:33	4722.2597
41924.9396	354.8	12/10/2014 22:33	4722.2597
41924.95	363.5	12/10/2014 22:48	4722.2701
41924.95	364.3	12/10/2014 22:48	4722.2701
41924.9799	339.4	12/10/2014 23:31	4722.3
41925.0194	286.9	13/10/2014 00:28	4722.3395
41925.05	261.4	13/10/2014 01:12	4722.3701
41925.0597	259.7	13/10/2014 01:26	4722.3798
41925.0694	258.2	13/10/2014 01:40	4722.3895
41925.0694	254.9	13/10/2014 01:40	4722.3895
41925.0694	252.6	13/10/2014 01:40	4722.3895
41925.1694	221	13/10/2014 04:04	4722.4895
41925.1896	218.4	13/10/2014 04:33	4722.5097
41925.2	214.6	13/10/2014 04:48	4722.5201
41925.2194	211.8	13/10/2014 05:16	4722.5395
41925.2194	208.5	13/10/2014 05:16	4722.5395
41925.2299	204.4	13/10/2014 05:31	4722.55
41925.2396	203.7	13/10/2014 05:45	4722.5597
41925.2396	204.2	13/10/2014 05:45	4722.5597
41925.25	203.1	13/10/2014 06:00	4722.5701
41925.2597	199.3	13/10/2014 06:14	4722.5798
41925.2597	198.4	13/10/2014 06:14	4722.5798
41925.2694	198.9	13/10/2014 06:28	4722.5895
41925.2694	198.3	13/10/2014 06:28	4722.5895
41925.2799	192.8	13/10/2014 06:43	4722.6
41925.35	180.6	13/10/2014 08:24	4722.6701
41925.3597	175.6	13/10/2014 08:38	4722.6798
41925.3799	174.9	13/10/2014 09:07	4722.7
41925.3799	173.7	13/10/2014 09:07	4722.7
41925.4	167.7	13/10/2014 09:36	4722.7201
41925.4097	169.5	13/10/2014 09:50	4722.7298
41925.4194	168.5	13/10/2014 10:04	4722.7395
41925.4194	166.2	13/10/2014 10:04	4722.7395
41925.4299	164.2	13/10/2014 10:19	4722.75
41925.4299	164.8	13/10/2014 10:19	4722.75
41925.4396	164.4	13/10/2014 10:33	4722.7597
41925.45	159.4	13/10/2014 10:48	4722.7701
41925.4694	157.5	13/10/2014 11:16	4722.7895
41925.5299	145.2	13/10/2014 12:43	4722.85
41925.5799	138.3	13/10/2014 13:55	4722.9
41925.5896	134.9	13/10/2014 14:09	4722.9097
41925.6194	132.8	13/10/2014 14:52	4722.9395
41925.65	128.9	13/10/2014 15:36	4722.9701
41925.6597	128.6	13/10/2014 15:50	4722.9798
41925.6694	126.1	13/10/2014 16:04	4722.9895
41925.6896	122.8	13/10/2014 16:33	4723.0097
41925.7194	119.5	13/10/2014 17:16	4723.0395
41925.7396	116.8	13/10/2014 17:45	4723.0597
41925.7799	114.7	13/10/2014 18:43	4723.1
41925.8097	112.3	13/10/2014 19:26	4723.1298
41925.8299	109.6	13/10/2014 19:55	4723.15
41925.85	107.9	13/10/2014 20:24	4723.1701
41925.8597	107.3	13/10/2014 20:38	4723.1798
41925.8694	108.3	13/10/2014 20:52	4723.1895
41925.8799	112.9	13/10/2014 21:07	4723.2
41925.8896	121.4	13/10/2014 21:21	4723.2097
41925.9	145.9	13/10/2014 21:36	4723.2201
41925.9097	151.2	13/10/2014 21:50	4723.2298
41925.9097	157.8	13/10/2014 21:50	4723.2298
41925.9097	162.9	13/10/2014 21:50	4723.2298
41925.9194	165	13/10/2014 22:04	4723.2395
41925.9194	161.6	13/10/2014 22:04	4723.2395
41925.9299	148.3	13/10/2014 22:19	4723.25
41925.9396	142.2	13/10/2014 22:33	4723.2597
41925.95	136	13/10/2014 22:48	4723.2701
41925.9799	124.3	13/10/2014 23:31	4723.3
41925.9896	119.8	13/10/2014 23:45	4723.3097
41926.0396	109.7	14/10/2014 00:57	4723.3597
41926.0597	105.6	14/10/2014 01:26	4723.3798
41926.1194	99.5	14/10/2014 02:52	4723.4395
41926.15	97.8	14/10/2014 03:36	4723.4701
41926.1799	97.9	14/10/2014 04:19	4723.5
41926.2	100.3	14/10/2014 04:48	4723.5201
41926.2299	99.6	14/10/2014 05:31	4723.55
41926.25	98.7	14/10/2014 06:00	4723.5701
41926.3299	89.3	14/10/2014 07:55	4723.65
41926.35	87.7	14/10/2014 08:24	4723.6701
41926.3896	88.9	14/10/2014 09:21	4723.7097
41926.4299	92.2	14/10/2014 10:19	4723.75
41926.4396	91.8	14/10/2014 10:33	4723.7597
41926.4799	86.8	14/10/2014 11:31	4723.8
41926.5097	89.1	14/10/2014 12:14	4723.8298
41926.55	94.1	14/10/2014 13:12	4723.8701
41926.55	94.6	14/10/2014 13:12	4723.8701
41926.6	87.8	14/10/2014 14:24	4723.9201
41926.6194	87.9	14/10/2014 14:52	4723.9395
41926.6396	86.8	14/10/2014 15:21	4723.9597
41926.6597	87.5	14/10/2014 15:50	4723.9798
41926.6896	90.4	14/10/2014 16:33	4724.0097
41926.7396	90.3	14/10/2014 17:45	4724.0597
41926.75	89.7	14/10/2014 18:00	4724.0701
41926.7694	86.9	14/10/2014 18:28	4724.0895
41926.8	85.6	14/10/2014 19:12	4724.1201
41926.8299	81.9	14/10/2014 19:55	4724.15
41926.8694	80.7	14/10/2014 20:52	4724.1895
41926.9194	76.7	14/10/2014 22:04	4724.2395
41927.1396	66.6	15/10/2014 03:21	4724.4597
41927.1896	65.6	15/10/2014 04:33	4724.5097
41927.3	61.2	15/10/2014 07:12	4724.6201
41927.9597	41.5	15/10/2014 23:02	4725.2798
41928.5799	27	16/10/2014 13:55	4725.9
41929.1896	15.9	17/10/2014 04:33	4726.5097
41930.2396	2.2	18/10/2014 05:45	4727.5597
41930.7694	-3.5	18/10/2014 18:28	4728.0895
41931.65	-10.5	19/10/2014 15:36	4728.9701
41931.9694	-12	19/10/2014 23:16	4729.2895
41932.3597	-15.1	20/10/2014 08:38	4729.6798
41933.8097	-22	21/10/2014 19:26	4731.1298
41933.8896	-22.9	21/10/2014 21:21	4731.2097
41933.9396	-22.6	21/10/2014 22:33	4731.2597
41934.1097	-24.1	22/10/2014 02:38	4731.4298
41935.5799	-29.3	23/10/2014 13:55	4732.9
41937.9597	-35.4	25/10/2014 23:02	4735.2798
41941.75	-41.8	29/10/2014 18:00	4739.0701
41943.9597	-44.6	31/10/2014 23:02	4741.2798
41944	-44.6	01/11/2014 00:00	4741.3201
41946.0896	-46.4	03/11/2014 02:09	4743.4097
41946.1194	-45.4	03/11/2014 02:52	4743.4395
41946.2	-39.4	03/11/2014 04:48	4743.5201
41946.2597	-38.8	03/11/2014 06:14	4743.5798
41946.3194	-34.3	03/11/2014 07:40	4743.6395
41946.35	-25.9	03/11/2014 08:24	4743.6701
41946.3694	-20.1	03/11/2014 08:52	4743.6895
41946.3896	-16.5	03/11/2014 09:21	4743.7097
41946.4194	-10.6	03/11/2014 10:04	4743.7395
41946.4299	-4.3	03/11/2014 10:19	4743.75
41946.4396	-0.4	03/11/2014 10:33	4743.7597
41946.45	12.3	03/11/2014 10:48	4743.7701
41946.4694	23.8	03/11/2014 11:16	4743.7895
41946.4694	29.1	03/11/2014 11:16	4743.7895
41946.4799	48.3	03/11/2014 11:31	4743.8
41946.4799	53.7	03/11/2014 11:31	4743.8
41946.4896	66.3	03/11/2014 11:45	4743.8097
41946.5	84.3	03/11/2014 12:00	4743.8201
41946.5097	87	03/11/2014 12:14	4743.8298
41946.5097	86.9	03/11/2014 12:14	4743.8298
41946.5097	85.2	03/11/2014 12:14	4743.8298
41946.5194	80.1	03/11/2014 12:28	4743.8395
41946.5299	76.6	03/11/2014 12:43	4743.85
41946.5299	75.9	03/11/2014 12:43	4743.85
41946.5396	75.9	03/11/2014 12:57	4743.8597
41946.5597	71.6	03/11/2014 13:26	4743.8798
41946.5597	71.3	03/11/2014 13:26	4743.8798
41946.5694	70	03/11/2014 13:40	4743.8895
41946.5799	70.2	03/11/2014 13:55	4743.9
41946.5799	72.6	03/11/2014 13:55	4743.9
41946.5799	78.6	03/11/2014 13:55	4743.9
41946.5896	98.1	03/11/2014 14:09	4743.9097
41946.5896	106.6	03/11/2014 14:09	4743.9097
41946.6	128.3	03/11/2014 14:24	4743.9201
41946.6097	134.5	03/11/2014 14:38	4743.9298
41946.6097	137.1	03/11/2014 14:38	4743.9298
41946.6097	135.4	03/11/2014 14:38	4743.9298
41946.6194	127.5	03/11/2014 14:52	4743.9395
41946.6299	123	03/11/2014 15:07	4743.95
41946.6299	118.9	03/11/2014 15:07	4743.95
41946.6396	108.3	03/11/2014 15:21	4743.9597
41946.6396	104.5	03/11/2014 15:21	4743.9597
41946.65	101.6	03/11/2014 15:36	4743.9701
41946.65	99.9	03/11/2014 15:36	4743.9701
41946.65	99.9	03/11/2014 15:36	4743.9701
41946.6597	102.5	03/11/2014 15:50	4743.9798
41946.6694	116.5	03/11/2014 16:04	4743.9895
41946.6799	131.5	03/11/2014 16:19	4744
41946.6799	133.7	03/11/2014 16:19	4744
41946.6896	134.7	03/11/2014 16:33	4744.0097
41946.7	134	03/11/2014 16:48	4744.0201
41946.7	135	03/11/2014 16:48	4744.0201
41946.7097	143.4	03/11/2014 17:02	4744.0298
41946.7194	146.5	03/11/2014 17:16	4744.0395
41946.7194	151.2	03/11/2014 17:16	4744.0395
41946.7299	162.3	03/11/2014 17:31	4744.05
41946.7299	166.1	03/11/2014 17:31	4744.05
41946.7396	170.8	03/11/2014 17:45	4744.0597
41946.7396	174.3	03/11/2014 17:45	4744.0597
41946.75	183.1	03/11/2014 18:00	4744.0701
41946.75	185.6	03/11/2014 18:00	4744.0701
41946.7597	186.8	03/11/2014 18:14	4744.0798
41946.7597	185.4	03/11/2014 18:14	4744.0798
41946.7694	183.7	03/11/2014 18:28	4744.0895
41946.7694	177.4	03/11/2014 18:28	4744.0895
41946.7799	172.4	03/11/2014 18:43	4744.1
41946.7799	170.8	03/11/2014 18:43	4744.1
41946.7896	169.4	03/11/2014 18:57	4744.1097
41946.8	171	03/11/2014 19:12	4744.1201
41946.8097	172.9	03/11/2014 19:26	4744.1298
41946.8097	179.2	03/11/2014 19:26	4744.1298
41946.8194	182.4	03/11/2014 19:40	4744.1395
41946.8194	182.5	03/11/2014 19:40	4744.1395
41946.8299	180.6	03/11/2014 19:55	4744.15
41946.8299	181.4	03/11/2014 19:55	4744.15
41946.8396	189.9	03/11/2014 20:09	4744.1597
41946.85	193.4	03/11/2014 20:24	4744.1701
41946.85	202.4	03/11/2014 20:24	4744.1701
41946.8597	218	03/11/2014 20:38	4744.1798
41946.8694	226.3	03/11/2014 20:52	4744.1895
41946.8799	236.5	03/11/2014 21:07	4744.2
41946.8896	240.1	03/11/2014 21:21	4744.2097
41946.8896	244.5	03/11/2014 21:21	4744.2097
41946.8896	251.6	03/11/2014 21:21	4744.2097
41946.9	256	03/11/2014 21:36	4744.2201
41946.9	254.8	03/11/2014 21:36	4744.2201
41946.9097	245.9	03/11/2014 21:50	4744.2298
41946.9097	239.9	03/11/2014 21:50	4744.2298
41946.9194	235.9	03/11/2014 22:04	4744.2395
41946.9194	233.2	03/11/2014 22:04	4744.2395
41946.9194	231.9	03/11/2014 22:04	4744.2395
41946.9299	227.5	03/11/2014 22:19	4744.25
41946.9299	228.7	03/11/2014 22:19	4744.25
41946.9396	242.5	03/11/2014 22:33	4744.2597
41946.9396	244.9	03/11/2014 22:33	4744.2597
41946.95	248	03/11/2014 22:48	4744.2701
41946.9694	247.8	03/11/2014 23:16	4744.2895
41946.9694	244.7	03/11/2014 23:16	4744.2895
41946.9799	230.2	03/11/2014 23:31	4744.3
41946.9799	226.8	03/11/2014 23:31	4744.3
41947	221	04/11/2014 00:00	4744.3201
41947.0097	218.8	04/11/2014 00:14	4744.3298
41947.0097	215.4	04/11/2014 00:14	4744.3298
41947.0194	215	04/11/2014 00:28	4744.3395
41947.0194	216.6	04/11/2014 00:28	4744.3395
41947.0299	220.2	04/11/2014 00:43	4744.35
41947.0299	226.2	04/11/2014 00:43	4744.35
41947.0299	235	04/11/2014 00:43	4744.35
41947.0396	245.3	04/11/2014 00:57	4744.3597
41947.0396	253.8	04/11/2014 00:57	4744.3597
41947.05	259.2	04/11/2014 01:12	4744.3701
41947.05	263.1	04/11/2014 01:12	4744.3701
41947.05	265.9	04/11/2014 01:12	4744.3701
41947.0597	266.6	04/11/2014 01:26	4744.3798
41947.0694	265.7	04/11/2014 01:40	4744.3895
41947.0694	268.4	04/11/2014 01:40	4744.3895
41947.0799	269.3	04/11/2014 01:55	4744.4
41947.0799	272.9	04/11/2014 01:55	4744.4
41947.0896	289.8	04/11/2014 02:09	4744.4097
41947.1	297.4	04/11/2014 02:24	4744.4201
41947.1097	323.9	04/11/2014 02:38	4744.4298
41947.1097	332.7	04/11/2014 02:38	4744.4298
41947.1194	344.1	04/11/2014 02:52	4744.4395
41947.1194	354.2	04/11/2014 02:52	4744.4395
41947.1299	358.7	04/11/2014 03:07	4744.45
41947.1299	357.9	04/11/2014 03:07	4744.45
41947.1299	359.4	04/11/2014 03:07	4744.45
41947.1396	366.1	04/11/2014 03:21	4744.4597
41947.1396	369.2	04/11/2014 03:21	4744.4597
41947.1396	364.4	04/11/2014 03:21	4744.4597
41947.15	348.1	04/11/2014 03:36	4744.4701
41947.15	337.7	04/11/2014 03:36	4744.4701
41947.1597	324.6	04/11/2014 03:50	4744.4798
41947.1597	313.2	04/11/2014 03:50	4744.4798
41947.1597	307.4	04/11/2014 03:50	4744.4798
41947.1694	303.9	04/11/2014 04:04	4744.4895
41947.1799	286.3	04/11/2014 04:19	4744.5
41947.1799	283.9	04/11/2014 04:19	4744.5
41947.1896	283.4	04/11/2014 04:33	4744.5097
41947.2	279.1	04/11/2014 04:48	4744.5201
41947.2	282.2	04/11/2014 04:48	4744.5201
41947.2097	277.1	04/11/2014 05:02	4744.5298
41947.2097	270.1	04/11/2014 05:02	4744.5298
41947.2194	267.7	04/11/2014 05:16	4744.5395
41947.2194	267.1	04/11/2014 05:16	4744.5395
41947.2194	264.9	04/11/2014 05:16	4744.5395
41947.2299	261.5	04/11/2014 05:31	4744.55
41947.2299	257.3	04/11/2014 05:31	4744.55
41947.2396	250.3	04/11/2014 05:45	4744.5597
41947.25	248.3	04/11/2014 06:00	4744.5701
41947.2597	237.9	04/11/2014 06:14	4744.5798
41947.2597	236.1	04/11/2014 06:14	4744.5798
41947.2597	235.8	04/11/2014 06:14	4744.5798
41947.2694	237.7	04/11/2014 06:28	4744.5895
41947.2694	237.6	04/11/2014 06:28	4744.5895
41947.2799	234.3	04/11/2014 06:43	4744.6
41947.2896	227.2	04/11/2014 06:57	4744.6097
41947.3	225.7	04/11/2014 07:12	4744.6201
41947.3097	223.2	04/11/2014 07:26	4744.6298
41947.3194	218.3	04/11/2014 07:40	4744.6395
41947.3194	218.3	04/11/2014 07:40	4744.6395
41947.3299	215.8	04/11/2014 07:55	4744.65
41947.3396	215.2	04/11/2014 08:09	4744.6597
41947.3396	211	04/11/2014 08:09	4744.6597
41947.3597	215.7	04/11/2014 08:38	4744.6798
41947.3597	215.7	04/11/2014 08:38	4744.6798
41947.3799	212.5	04/11/2014 09:07	4744.7
41947.3799	213.6	04/11/2014 09:07	4744.7
41947.3896	217.8	04/11/2014 09:21	4744.7097
41947.3896	217.2	04/11/2014 09:21	4744.7097
41947.4	213.6	04/11/2014 09:36	4744.7201
41947.4	215.6	04/11/2014 09:36	4744.7201
41947.4194	215.4	04/11/2014 10:04	4744.7395
41947.4299	207.7	04/11/2014 10:19	4744.75
41947.4299	206.1	04/11/2014 10:19	4744.75
41947.4396	205	04/11/2014 10:33	4744.7597
41947.45	201.5	04/11/2014 10:48	4744.7701
41947.45	200.7	04/11/2014 10:48	4744.7701
41947.4597	196.4	04/11/2014 11:02	4744.7798
41947.4694	195.6	04/11/2014 11:16	4744.7895
41947.4694	196.7	04/11/2014 11:16	4744.7895
41947.4799	196	04/11/2014 11:31	4744.8
41947.4799	194.1	04/11/2014 11:31	4744.8
41947.4896	194.9	04/11/2014 11:45	4744.8097
41947.5	189.7	04/11/2014 12:00	4744.8201
41947.5	187.8	04/11/2014 12:00	4744.8201
41947.5097	188.4	04/11/2014 12:14	4744.8298
41947.5299	184.6	04/11/2014 12:43	4744.85
41947.5396	186	04/11/2014 12:57	4744.8597
41947.55	182.5	04/11/2014 13:12	4744.8701
41947.5597	184.9	04/11/2014 13:26	4744.8798
41947.5799	182.1	04/11/2014 13:55	4744.9
41947.5896	180.2	04/11/2014 14:09	4744.9097
41947.5896	180.1	04/11/2014 14:09	4744.9097
41947.6097	174.5	04/11/2014 14:38	4744.9298
41947.6194	175.2	04/11/2014 14:52	4744.9395
41947.6299	174.7	04/11/2014 15:07	4744.95
41947.6299	170.9	04/11/2014 15:07	4744.95
41947.6396	170.4	04/11/2014 15:21	4744.9597
41947.65	171.9	04/11/2014 15:36	4744.9701
41947.6597	169.4	04/11/2014 15:50	4744.9798
41947.6799	167.2	04/11/2014 16:19	4745
41947.6896	168.8	04/11/2014 16:33	4745.0097
41947.7	167.4	04/11/2014 16:48	4745.0201
41947.7097	168	04/11/2014 17:02	4745.0298
41947.7194	166.2	04/11/2014 17:16	4745.0395
41947.7299	165.8	04/11/2014 17:31	4745.05
41947.7396	166.9	04/11/2014 17:45	4745.0597
41947.7597	162.4	04/11/2014 18:14	4745.0798
41947.7694	163.6	04/11/2014 18:28	4745.0895
41947.7896	162.9	04/11/2014 18:57	4745.1097
41947.8	161	04/11/2014 19:12	4745.1201
41947.8097	158.4	04/11/2014 19:26	4745.1298
41947.8194	158.5	04/11/2014 19:40	4745.1395
41947.8299	157.4	04/11/2014 19:55	4745.15
41947.8299	158	04/11/2014 19:55	4745.15
41947.8396	155.7	04/11/2014 20:09	4745.1597
41947.85	150	04/11/2014 20:24	4745.1701
41947.8597	150.1	04/11/2014 20:38	4745.1798
41947.8597	148.7	04/11/2014 20:38	4745.1798
41947.8694	149.4	04/11/2014 20:52	4745.1895
41947.8799	148.8	04/11/2014 21:07	4745.2
41947.9	143.2	04/11/2014 21:36	4745.2201
41947.9	142.5	04/11/2014 21:36	4745.2201
41947.9194	139.7	04/11/2014 22:04	4745.2395
41947.9299	139.3	04/11/2014 22:19	4745.25
41947.9396	136.2	04/11/2014 22:33	4745.2597
41947.95	135.7	04/11/2014 22:48	4745.2701
41947.9597	133.4	04/11/2014 23:02	4745.2798
41947.9799	130.3	04/11/2014 23:31	4745.3
41947.9896	130.8	04/11/2014 23:45	4745.3097
41948	128.3	05/11/2014 00:00	4745.3201
41948	128.6	05/11/2014 00:00	4745.3201
41948.0194	126.2	05/11/2014 00:28	4745.3395
41948.0299	126	05/11/2014 00:43	4745.35
41948.05	121.3	05/11/2014 01:12	4745.3701
41948.0799	119.9	05/11/2014 01:55	4745.4
41948.0896	117.7	05/11/2014 02:09	4745.4097
41948.1	117.7	05/11/2014 02:24	4745.4201
41948.1299	114.8	05/11/2014 03:07	4745.45
41948.1396	112.6	05/11/2014 03:21	4745.4597
41948.15	112.3	05/11/2014 03:36	4745.4701
41948.1597	110.6	05/11/2014 03:50	4745.4798
41948.1694	111.1	05/11/2014 04:04	4745.4895
41948.1799	109.4	05/11/2014 04:19	4745.5
41948.1896	109.4	05/11/2014 04:33	4745.5097
41948.2	107	05/11/2014 04:48	4745.5201
41948.2194	106.7	05/11/2014 05:16	4745.5395
41948.2396	104.5	05/11/2014 05:45	4745.5597
41948.25	102.8	05/11/2014 06:00	4745.5701
41948.2597	103	05/11/2014 06:14	4745.5798
41948.2799	101.5	05/11/2014 06:43	4745.6
41948.2896	100	05/11/2014 06:57	4745.6097
41948.3	99.7	05/11/2014 07:12	4745.6201
41948.3097	97.5	05/11/2014 07:26	4745.6298
41948.3097	97.1	05/11/2014 07:26	4745.6298
41948.3194	98.4	05/11/2014 07:40	4745.6395
41948.35	94.7	05/11/2014 08:24	4745.6701
41948.3597	95.3	05/11/2014 08:38	4745.6798
41948.3896	92.9	05/11/2014 09:21	4745.7097
41948.3896	93.4	05/11/2014 09:21	4745.7097
41948.4097	92.2	05/11/2014 09:50	4745.7298
41948.4194	90.1	05/11/2014 10:04	4745.7395
41948.4597	87.7	05/11/2014 11:02	4745.7798
41948.4694	87.8	05/11/2014 11:16	4745.7895
41948.4799	86.4	05/11/2014 11:31	4745.8
41948.4896	86.9	05/11/2014 11:45	4745.8097
41948.5097	84.5	05/11/2014 12:14	4745.8298
41948.5194	84.5	05/11/2014 12:28	4745.8395
41948.5694	80.5	05/11/2014 13:40	4745.8895
41948.6299	77.9	05/11/2014 15:07	4745.95
41948.6597	75.1	05/11/2014 15:50	4745.9798
41948.6694	75.3	05/11/2014 16:04	4745.9895
41948.7	73.8	05/11/2014 16:48	4746.0201
41948.75	69.8	05/11/2014 18:00	4746.0701
41948.7799	68.9	05/11/2014 18:43	4746.1
41948.7896	69.4	05/11/2014 18:57	4746.1097
41948.8	66.8	05/11/2014 19:12	4746.1201
41948.8097	67.7	05/11/2014 19:26	4746.1298
41948.8194	66.6	05/11/2014 19:40	4746.1395
41948.8299	66.7	05/11/2014 19:55	4746.15
41948.85	64.7	05/11/2014 20:24	4746.1701
41948.8597	65.4	05/11/2014 20:38	4746.1798
41948.8896	63.1	05/11/2014 21:21	4746.2097
41948.9	63.4	05/11/2014 21:36	4746.2201
41948.9097	61.7	05/11/2014 21:50	4746.2298
41948.9396	61	05/11/2014 22:33	4746.2597
41948.95	60.1	05/11/2014 22:48	4746.2701
41948.9694	60.1	05/11/2014 23:16	4746.2895
41948.9896	58.5	05/11/2014 23:45	4746.3097
41949.0097	58.6	06/11/2014 00:14	4746.3298
41949.0194	57.1	06/11/2014 00:28	4746.3395
41949.0299	57.5	06/11/2014 00:43	4746.35
41949.0396	56.2	06/11/2014 00:57	4746.3597
41949.0597	55.9	06/11/2014 01:26	4746.3798
41949.0799	54.4	06/11/2014 01:55	4746.4
41949.0896	54.9	06/11/2014 02:09	4746.4097
41949.1	53.4	06/11/2014 02:24	4746.4201
41949.1299	53.7	06/11/2014 03:07	4746.45
41949.1396	52.4	06/11/2014 03:21	4746.4597
41949.1597	51.8	06/11/2014 03:50	4746.4798
41949.1694	50.5	06/11/2014 04:04	4746.4895
41949.1799	50.9	06/11/2014 04:19	4746.5
41949.2194	49.8	06/11/2014 05:16	4746.5395
41949.2396	48.1	06/11/2014 05:45	4746.5597
41949.2597	48.4	06/11/2014 06:14	4746.5798
41949.2694	47.3	06/11/2014 06:28	4746.5895
41949.2799	48	06/11/2014 06:43	4746.6
41949.3	46.5	06/11/2014 07:12	4746.6201
41949.3299	45.2	06/11/2014 07:55	4746.65
41949.3396	45.7	06/11/2014 08:09	4746.6597
41949.35	44.4	06/11/2014 08:24	4746.6701
41949.4	42.8	06/11/2014 09:36	4746.7201
41949.4097	43.1	06/11/2014 09:50	4746.7298
41949.4194	41.9	06/11/2014 10:04	4746.7395
41949.4299	42.4	06/11/2014 10:19	4746.75
41949.45	41.4	06/11/2014 10:48	4746.7701
41949.45	41.7	06/11/2014 10:48	4746.7701
41949.4896	39.7	06/11/2014 11:45	4746.8097
41949.5	40.4	06/11/2014 12:00	4746.8201
41949.5194	39	06/11/2014 12:28	4746.8395
41949.55	38.5	06/11/2014 13:12	4746.8701
41949.55	37.6	06/11/2014 13:12	4746.8701
41949.5799	38	06/11/2014 13:55	4746.9
41949.6097	36.1	06/11/2014 14:38	4746.9298
41949.6194	36.6	06/11/2014 14:52	4746.9395
41949.6396	35.4	06/11/2014 15:21	4746.9597
41949.6694	35.3	06/11/2014 16:04	4746.9895
41949.7097	33.3	06/11/2014 17:02	4747.0298
41949.7299	33.6	06/11/2014 17:31	4747.05
41949.7597	32	06/11/2014 18:14	4747.0798
41949.7799	32.2	06/11/2014 18:43	4747.1
41949.8	30.9	06/11/2014 19:12	4747.1201
41949.8194	31.6	06/11/2014 19:40	4747.1395
41949.8694	30.1	06/11/2014 20:52	4747.1895
41949.8799	29.1	06/11/2014 21:07	4747.2
41949.9	29.6	06/11/2014 21:36	4747.2201
41949.9194	28	06/11/2014 22:04	4747.2395
41949.9299	29.3	06/11/2014 22:19	4747.25
41949.9396	28.3	06/11/2014 22:33	4747.2597
41949.9799	27.5	06/11/2014 23:31	4747.3
41950	26.4	07/11/2014 00:00	4747.3201
41950.0194	26.9	07/11/2014 00:28	4747.3395
41950.0597	26.4	07/11/2014 01:26	4747.3798
41950.0896	24.7	07/11/2014 02:09	4747.4097
41950.1299	24.7	07/11/2014 03:07	4747.45
41950.1396	23.7	07/11/2014 03:21	4747.4597
41950.1694	23.7	07/11/2014 04:04	4747.4895
41950.3097	20.4	07/11/2014 07:26	4747.6298
41950.3194	20.9	07/11/2014 07:40	4747.6395
41950.35	20.3	07/11/2014 08:24	4747.6701
41950.3694	19.2	07/11/2014 08:52	4747.6895
41950.3896	19.8	07/11/2014 09:21	4747.7097
41950.4194	18.3	07/11/2014 10:04	4747.7395
41950.4396	18.7	07/11/2014 10:33	4747.7597
41950.45	17.6	07/11/2014 10:48	4747.7701
41950.4799	18	07/11/2014 11:31	4747.8
41950.5396	16.3	07/11/2014 12:57	4747.8597
41950.5694	16.5	07/11/2014 13:40	4747.8895
41950.5896	15.6	07/11/2014 14:09	4747.9097
41950.6799	14.6	07/11/2014 16:19	4748
41950.7097	13.5	07/11/2014 17:02	4748.0298
41950.7194	14	07/11/2014 17:16	4748.0395
41950.7799	13.2	07/11/2014 18:43	4748.1
41950.8	12.3	07/11/2014 19:12	4748.1201
41950.9799	10.2	07/11/2014 23:31	4748.3
41951.0299	8.6	08/11/2014 00:43	4748.35
41951.1	8.6	08/11/2014 02:24	4748.4201
41951.1597	7.3	08/11/2014 03:50	4748.4798
41951.1694	7.7	08/11/2014 04:04	4748.4895
41951.2799	5.6	08/11/2014 06:43	4748.6
41951.4097	4.8	08/11/2014 09:50	4748.7298
41951.4694	3.6	08/11/2014 11:16	4748.7895
41951.5299	3.7	08/11/2014 12:43	4748.85
41951.5799	2.3	08/11/2014 13:55	4748.9
41951.6299	2.4	08/11/2014 15:07	4748.95
