Date	H (cm)	date	date from zero
37512.6299	29.1	13/09/2002 15:07	309.95
37512.75	28.8	13/09/2002 18:00	310.0701
37512.9299	26.2	13/09/2002 22:19	310.25
37513.1896	24.2	14/09/2002 04:33	310.5097
37514.0097	19.9	15/09/2002 00:14	311.3298
37515.9799	15.7	16/09/2002 23:31	313.3
37517.5694	14.7	18/09/2002 13:40	314.8895
37517.85	13.9	18/09/2002 20:24	315.1701
37518.4799	13.4	19/09/2002 11:31	315.8
37518.7	13.8	19/09/2002 16:48	316.0201
37518.8097	15.7	19/09/2002 19:26	316.1298
37519	16	20/09/2002 00:00	316.3201
37519.5896	13.9	20/09/2002 14:09	316.9097
37519.9097	14.2	20/09/2002 21:50	317.2298
37519.9194	15.3	20/09/2002 22:04	317.2395
37519.95	18.8	20/09/2002 22:48	317.2701
37519.9597	19.3	20/09/2002 23:02	317.2798
37520.0194	19.9	21/09/2002 00:28	317.3395
37520.05	21.2	21/09/2002 01:12	317.3701
37520.2194	18.6	21/09/2002 05:16	317.5395
37520.4694	16.6	21/09/2002 11:16	317.7895
37521.95	13.7	22/09/2002 22:48	319.2701
37523.5597	12.7	24/09/2002 13:26	320.8798
37523.5694	13.3	24/09/2002 13:40	320.8895
37523.6097	12.7	24/09/2002 14:38	320.9298
37523.7396	13.1	24/09/2002 17:45	321.0597
37523.75	14.6	24/09/2002 18:00	321.0701
37523.7597	12.9	24/09/2002 18:14	321.0798
37524.5194	12.3	25/09/2002 12:28	321.8395
37524.5299	12.8	25/09/2002 12:43	321.85
37525.2799	11.5	26/09/2002 06:43	322.6
37525.3097	12	26/09/2002 07:26	322.6298
37526	11.1	27/09/2002 00:00	323.3201
37527.6	10.7	28/09/2002 14:24	324.9201
37528	9.9	29/09/2002 00:00	325.3201
37528.75	10.4	29/09/2002 18:00	326.0701
37528.7597	9.4	29/09/2002 18:14	326.0798
37534	7.7	05/10/2002 00:00	331.3201
37535.4694	6.4	06/10/2002 11:16	332.7895
37538.3299	6.7	09/10/2002 07:55	335.65
37538.5799	14.7	09/10/2002 13:55	335.9
37538.6396	17.9	09/10/2002 15:21	335.9597
37538.6694	21.6	09/10/2002 16:04	335.9895
37538.7097	26.7	09/10/2002 17:02	336.0298
37538.7299	27.5	09/10/2002 17:31	336.05
37539	27.9	10/10/2002 00:00	336.3201
37539.05	30.7	10/10/2002 01:12	336.3701
37539.0799	33.9	10/10/2002 01:55	336.4
37539.0896	37.4	10/10/2002 02:09	336.4097
37539.1396	60.7	10/10/2002 03:21	336.4597
37539.1799	88.7	10/10/2002 04:19	336.5
37539.1896	92.1	10/10/2002 04:33	336.5097
37539.2097	95.8	10/10/2002 05:02	336.5298
37539.2299	97.3	10/10/2002 05:31	336.55
37539.2299	97.4	10/10/2002 05:31	336.55
37539.2597	95	10/10/2002 06:14	336.5798
37539.3299	84.2	10/10/2002 07:55	336.65
37539.3799	81.4	10/10/2002 09:07	336.7
37539.4	81.3	10/10/2002 09:36	336.7201
37539.4896	88.6	10/10/2002 11:45	336.8097
37539.5694	98.5	10/10/2002 13:40	336.8895
37539.6299	98.6	10/10/2002 15:07	336.95
37539.6799	101	10/10/2002 16:19	337
37539.7396	98.7	10/10/2002 17:45	337.0597
37539.8299	91.7	10/10/2002 19:55	337.15
37539.8694	89.5	10/10/2002 20:52	337.1895
37539.9299	87.8	10/10/2002 22:19	337.25
37540.15	77.5	11/10/2002 03:36	337.4701
37540.1694	77.1	11/10/2002 04:04	337.4895
37540.3	72.4	11/10/2002 07:12	337.6201
37540.5	67.2	11/10/2002 12:00	337.8201
37540.6194	65.5	11/10/2002 14:52	337.9395
37540.75	62.2	11/10/2002 18:00	338.0701
37540.7799	62.1	11/10/2002 18:43	338.1
37540.8	61.2	11/10/2002 19:12	338.1201
37540.8799	60.3	11/10/2002 21:07	338.2
37540.8896	59.6	11/10/2002 21:21	338.2097
37540.9396	59.4	11/10/2002 22:33	338.2597
37541.1799	55.4	12/10/2002 04:19	338.5
37541.3896	53.6	12/10/2002 09:21	338.7097
37541.4	53	12/10/2002 09:36	338.7201
37541.6694	50.2	12/10/2002 16:04	338.9895
37541.7396	49.1	12/10/2002 17:45	339.0597
37542.1299	45.8	13/10/2002 03:07	339.45
37542.8896	40.6	13/10/2002 21:21	340.2097
37543.5799	37.3	14/10/2002 13:55	340.9
37543.65	36.8	14/10/2002 15:36	340.9701
37544.9	31.5	15/10/2002 21:36	342.2201
37545.4799	30.8	16/10/2002 11:31	342.8
37545.6694	32.7	16/10/2002 16:04	342.9895
37545.7299	34.6	16/10/2002 17:31	343.05
37545.9097	34.6	16/10/2002 21:50	343.2298
37545.9194	35.6	16/10/2002 22:04	343.2395
37545.9299	37.7	16/10/2002 22:19	343.25
37545.9396	38.2	16/10/2002 22:33	343.2597
37545.9597	37.5	16/10/2002 23:02	343.2798
37546.0097	38.2	17/10/2002 00:14	343.3298
37546.0799	38	17/10/2002 01:55	343.4
37546.1896	36	17/10/2002 04:33	343.5097
37546.4694	34	17/10/2002 11:16	343.7895
37546.9597	31.3	17/10/2002 23:02	344.2798
37547.2799	30.4	18/10/2002 06:43	344.6
37548.8694	26.5	19/10/2002 20:52	346.1895
37549.5694	25.5	20/10/2002 13:40	346.8895
37550.55	25.7	21/10/2002 13:12	347.8701
37550.7396	27.5	21/10/2002 17:45	348.0597
37550.8396	39.4	21/10/2002 20:09	348.1597
37550.9194	55.8	21/10/2002 22:04	348.2395
37550.95	57.5	21/10/2002 22:48	348.2701
37550.9597	57	21/10/2002 23:02	348.2798
37550.9799	58.9	21/10/2002 23:31	348.3
37551.0194	60.7	22/10/2002 00:28	348.3395
37551.0799	60.4	22/10/2002 01:55	348.4
37551.0799	59.4	22/10/2002 01:55	348.4
37551.1194	58.6	22/10/2002 02:52	348.4395
37551.2194	53.1	22/10/2002 05:16	348.5395
37551.3396	48.7	22/10/2002 08:09	348.6597
37551.5097	45.6	22/10/2002 12:14	348.8298
37551.6799	43.6	22/10/2002 16:19	349
37552.2799	40.2	23/10/2002 06:43	349.6
37553.6896	35.6	24/10/2002 16:33	351.0097
37554.8097	32.7	25/10/2002 19:26	352.1298
37555.2194	32.4	26/10/2002 05:16	352.5395
37555.75	30.3	26/10/2002 18:00	353.0701
37555.7694	30.3	26/10/2002 18:28	353.0895
37555.7694	32.4	26/10/2002 18:28	353.0895
37555.8	30.5	26/10/2002 19:12	353.1201
37555.9799	29.3	26/10/2002 23:31	353.3
37556.0194	32.9	27/10/2002 00:28	353.3395
37556.0694	29.6	27/10/2002 01:40	353.3895
37558.3896	24.4	29/10/2002 09:21	355.7097
37558.4194	24.9	29/10/2002 10:04	355.7395
37561.9694	20.1	01/11/2002 23:16	359.2895
37564.0097	18.6	04/11/2002 00:14	361.3298
37564.4194	19.1	04/11/2002 10:04	361.7395
37564.4799	17.8	04/11/2002 11:31	361.8
37564.5097	18.3	04/11/2002 12:14	361.8298
37565.5194	17.3	05/11/2002 12:28	362.8395
37566.0097	17.1	06/11/2002 00:14	363.3298
37566.9	16.9	06/11/2002 21:36	364.2201
37567.3896	22.3	07/11/2002 09:21	364.7097
37567.8896	19.8	07/11/2002 21:21	365.2097
37568.8799	18.6	08/11/2002 21:07	366.2
37570.0097	19.6	10/11/2002 00:14	367.3298
37572.65	18.5	12/11/2002 15:36	369.9701
37574.0299	19.4	14/11/2002 00:43	371.35
37574.0799	21.5	14/11/2002 01:55	371.4
37574.15	30.7	14/11/2002 03:36	371.4701
37574.1694	35.6	14/11/2002 04:04	371.4895
37574.1694	39.7	14/11/2002 04:04	371.4895
37574.2	55.9	14/11/2002 04:48	371.5201
37574.2097	65.1	14/11/2002 05:02	371.5298
37574.2194	77.1	14/11/2002 05:16	371.5395
37574.2299	95.8	14/11/2002 05:31	371.55
37574.2396	121	14/11/2002 05:45	371.5597
37574.25	137	14/11/2002 06:00	371.5701
37574.2694	176	14/11/2002 06:28	371.5895
37574.2694	184	14/11/2002 06:28	371.5895
37574.2799	186	14/11/2002 06:43	371.6
37574.2896	185	14/11/2002 06:57	371.6097
37574.3299	163	14/11/2002 07:55	371.65
37574.3694	142	14/11/2002 08:52	371.6895
37574.3799	134	14/11/2002 09:07	371.7
37574.4194	123	14/11/2002 10:04	371.7395
37574.4396	116	14/11/2002 10:33	371.7597
37574.45	114	14/11/2002 10:48	371.7701
37574.4799	109	14/11/2002 11:31	371.8
37574.4799	107	14/11/2002 11:31	371.8
37574.55	97.4	14/11/2002 13:12	371.8701
37574.5694	96.1	14/11/2002 13:40	371.8895
37574.5799	93.5	14/11/2002 13:55	371.9
37574.65	88.8	14/11/2002 15:36	371.9701
37574.6694	86.7	14/11/2002 16:04	371.9895
37574.6694	87	14/11/2002 16:04	371.9895
37574.6799	85.9	14/11/2002 16:19	372
37574.7396	82.6	14/11/2002 17:45	372.0597
37574.75	83	14/11/2002 18:00	372.0701
37574.7597	82.1	14/11/2002 18:14	372.0798
37574.8097	80.5	14/11/2002 19:26	372.1298
37574.8799	80.5	14/11/2002 21:07	372.2
37574.9	82.3	14/11/2002 21:36	372.2201
37574.9194	82.8	14/11/2002 22:04	372.2395
37574.9597	86.3	14/11/2002 23:02	372.2798
37574.9694	88	14/11/2002 23:16	372.2895
37575.0194	92.6	15/11/2002 00:28	372.3395
37575.0396	97	15/11/2002 00:57	372.3597
37575.0799	108	15/11/2002 01:55	372.4
37575.1097	112	15/11/2002 02:38	372.4298
37575.1194	113	15/11/2002 02:52	372.4395
37575.15	113	15/11/2002 03:36	372.4701
37575.2	109	15/11/2002 04:48	372.5201
37575.2597	106	15/11/2002 06:14	372.5798
37575.2694	107	15/11/2002 06:28	372.5895
37575.2799	105	15/11/2002 06:43	372.6
37575.3299	104	15/11/2002 07:55	372.65
37575.3694	104	15/11/2002 08:52	372.6895
37575.3799	102	15/11/2002 09:07	372.7
37575.3896	103	15/11/2002 09:21	372.7097
37575.4194	102	15/11/2002 10:04	372.7395
37575.45	103	15/11/2002 10:48	372.7701
37575.5	102	15/11/2002 12:00	372.8201
37576.0097	123	16/11/2002 00:14	373.3298
37576.0194	125	16/11/2002 00:28	373.3395
37576.1194	122	16/11/2002 02:52	373.4395
37576.1694	122	16/11/2002 04:04	373.4895
37576.2799	121	16/11/2002 06:43	373.6
37576.3799	116	16/11/2002 09:07	373.7
37576.45	112	16/11/2002 10:48	373.7701
37576.4799	112	16/11/2002 11:31	373.8
37576.5097	109	16/11/2002 12:14	373.8298
37576.5799	108	16/11/2002 13:55	373.9
37576.6299	105	16/11/2002 15:07	373.95
37576.8597	98.7	16/11/2002 20:38	374.1798
37576.9299	97.6	16/11/2002 22:19	374.25
37577.0299	97.4	17/11/2002 00:43	374.35
37577.0396	96.6	17/11/2002 00:57	374.3597
37577.0694	97	17/11/2002 01:40	374.3895
37577.1097	99.7	17/11/2002 02:38	374.4298
37577.1597	96.8	17/11/2002 03:50	374.4798
37577.2694	95	17/11/2002 06:28	374.5895
37577.3694	91	17/11/2002 08:52	374.6895
37577.4194	90.9	17/11/2002 10:04	374.7395
37577.4299	93	17/11/2002 10:19	374.75
37577.4597	92.6	17/11/2002 11:02	374.7798
37577.5597	89.4	17/11/2002 13:26	374.8798
37577.7799	84.4	17/11/2002 18:43	375.1
37577.8694	83.6	17/11/2002 20:52	375.1895
37577.9597	80.9	17/11/2002 23:02	375.2798
37578.0597	79.8	18/11/2002 01:26	375.3798
37578.1299	77.8	18/11/2002 03:07	375.45
37578.2	77.7	18/11/2002 04:48	375.5201
37578.2597	76.2	18/11/2002 06:14	375.5798
37578.4	74.5	18/11/2002 09:36	375.7201
37578.45	73.3	18/11/2002 10:48	375.7701
37578.6299	71.5	18/11/2002 15:07	375.95
37578.6396	70.7	18/11/2002 15:21	375.9597
37578.8299	69.3	18/11/2002 19:55	376.15
37578.8694	68	18/11/2002 20:52	376.1895
37578.95	67.9	18/11/2002 22:48	376.2701
37579	66.8	19/11/2002 00:00	376.3201
37579.0597	66.8	19/11/2002 01:26	376.3798
37579.4194	62.4	19/11/2002 10:04	376.7395
37579.4299	62.9	19/11/2002 10:19	376.75
37579.5	61.7	19/11/2002 12:00	376.8201
37580.1396	56.4	20/11/2002 03:21	377.4597
37580.4194	56.7	20/11/2002 10:04	377.7395
37580.4597	57.5	20/11/2002 11:02	377.7798
37580.6299	57.2	20/11/2002 15:07	377.95
37580.7694	55.2	20/11/2002 18:28	378.0895
37581.0097	54.1	21/11/2002 00:14	378.3298
37581.1799	54.7	21/11/2002 04:19	378.5
37581.2299	55.5	21/11/2002 05:31	378.55
37581.2597	58.1	21/11/2002 06:14	378.5798
37581.3	63.6	21/11/2002 07:12	378.6201
37581.35	78.3	21/11/2002 08:24	378.6701
37581.4194	114	21/11/2002 10:04	378.7395
37581.4299	119	21/11/2002 10:19	378.75
37581.4396	119	21/11/2002 10:33	378.7597
37581.4597	119	21/11/2002 11:02	378.7798
37581.4694	118	21/11/2002 11:16	378.7895
37581.4799	115	21/11/2002 11:31	378.8
37581.5194	110	21/11/2002 12:28	378.8395
37581.5597	110	21/11/2002 13:26	378.8798
37581.5799	114	21/11/2002 13:55	378.9
37581.6597	128	21/11/2002 15:50	378.9798
37581.6694	132	21/11/2002 16:04	378.9895
37581.7	136	21/11/2002 16:48	379.0201
37581.7194	138	21/11/2002 17:16	379.0395
37581.7299	139	21/11/2002 17:31	379.05
37581.75	137	21/11/2002 18:00	379.0701
37581.8	129	21/11/2002 19:12	379.1201
37581.8799	120	21/11/2002 21:07	379.2
37581.9597	113	21/11/2002 23:02	379.2798
37581.9799	112	21/11/2002 23:31	379.3
37582.0194	109	22/11/2002 00:28	379.3395
37582.1396	105	22/11/2002 03:21	379.4597
37582.2	102	22/11/2002 04:48	379.5201
37582.2799	101	22/11/2002 06:43	379.6
37582.2896	99.8	22/11/2002 06:57	379.6097
37582.5896	94.2	22/11/2002 14:09	379.9097
37582.7694	90.4	22/11/2002 18:28	380.0895
37583.0299	86.2	23/11/2002 00:43	380.35
37583.0396	85.4	23/11/2002 00:57	380.3597
37583.0799	84.5	23/11/2002 01:55	380.4
37583.15	84.3	23/11/2002 03:36	380.4701
37583.1896	83	23/11/2002 04:33	380.5097
37583.3299	80.8	23/11/2002 07:55	380.65
37583.4194	80.8	23/11/2002 10:04	380.7395
37583.5799	79.1	23/11/2002 13:55	380.9
37583.6799	82	23/11/2002 16:19	381
37583.7194	86.1	23/11/2002 17:16	381.0395
37583.75	89.1	23/11/2002 18:00	381.0701
37583.7896	92.2	23/11/2002 18:57	381.1097
37583.8299	102	23/11/2002 19:55	381.15
37583.8799	108	23/11/2002 21:07	381.2
37583.9597	125	23/11/2002 23:02	381.2798
37584.0896	134	24/11/2002 02:09	381.4097
37584.1	134	24/11/2002 02:24	381.4201
37584.1097	137	24/11/2002 02:38	381.4298
37584.1299	137	24/11/2002 03:07	381.45
37584.1299	135	24/11/2002 03:07	381.45
37584.1396	135	24/11/2002 03:21	381.4597
37584.2694	120	24/11/2002 06:28	381.5895
37584.3299	119	24/11/2002 07:55	381.65
37584.3299	120	24/11/2002 07:55	381.65
37584.35	126	24/11/2002 08:24	381.6701
37584.3799	132	24/11/2002 09:07	381.7
37584.4194	138	24/11/2002 10:04	381.7395
37584.4299	139	24/11/2002 10:19	381.75
37584.4597	138	24/11/2002 11:02	381.7798
37584.4896	136	24/11/2002 11:45	381.8097
37584.5194	137	24/11/2002 12:28	381.8395
37584.5799	157	24/11/2002 13:55	381.9
37584.6194	181	24/11/2002 14:52	381.9395
37584.65	197	24/11/2002 15:36	381.9701
37584.6597	199	24/11/2002 15:50	381.9798
37584.6694	199	24/11/2002 16:04	381.9895
37584.6799	197	24/11/2002 16:19	382
37584.7194	200	24/11/2002 17:16	382.0395
37584.7299	209	24/11/2002 17:31	382.05
37584.7396	214	24/11/2002 17:45	382.0597
37584.75	217	24/11/2002 18:00	382.0701
37584.7694	213	24/11/2002 18:28	382.0895
37584.7694	210	24/11/2002 18:28	382.0895
37584.7896	203	24/11/2002 18:57	382.1097
37584.8	203	24/11/2002 19:12	382.1201
37584.8299	203	24/11/2002 19:55	382.15
37584.8799	209	24/11/2002 21:07	382.2
37584.8896	212	24/11/2002 21:21	382.2097
37584.9194	219	24/11/2002 22:04	382.2395
37584.9299	228	24/11/2002 22:19	382.25
37584.9396	232	24/11/2002 22:33	382.2597
37584.95	232	24/11/2002 22:48	382.2701
37584.9597	230	24/11/2002 23:02	382.2798
37584.9694	231	24/11/2002 23:16	382.2895
37584.9799	226	24/11/2002 23:31	382.3
37584.9896	225	24/11/2002 23:45	382.3097
37585.1299	207	25/11/2002 03:07	382.45
37585.1299	205	25/11/2002 03:07	382.45
37585.1396	204	25/11/2002 03:21	382.4597
37585.1597	207	25/11/2002 03:50	382.4798
37585.1694	215	25/11/2002 04:04	382.4895
37585.2	220	25/11/2002 04:48	382.5201
37585.2097	222	25/11/2002 05:02	382.5298
37585.2194	223	25/11/2002 05:16	382.5395
37585.2299	220	25/11/2002 05:31	382.55
37585.2299	218	25/11/2002 05:31	382.55
37585.2396	214	25/11/2002 05:45	382.5597
37585.3097	203	25/11/2002 07:26	382.6298
37585.3799	193	25/11/2002 09:07	382.7
37585.4	187	25/11/2002 09:36	382.7201
37585.5194	171	25/11/2002 12:28	382.8395
37585.7396	151	25/11/2002 17:45	383.0597
37585.8097	147	25/11/2002 19:26	383.1298
37585.9896	136	25/11/2002 23:45	383.3097
37586.25	122	26/11/2002 06:00	383.5701
37586.5396	110	26/11/2002 12:57	383.8597
37586.8299	101	26/11/2002 19:55	384.15
37586.9097	99.2	26/11/2002 21:50	384.2298
37587.1	93.7	27/11/2002 02:24	384.4201
37587.2694	89.6	27/11/2002 06:28	384.5895
37587.3396	89.1	27/11/2002 08:09	384.6597
37587.3799	87.6	27/11/2002 09:07	384.7
37587.5799	83.4	27/11/2002 13:55	384.9
37587.6299	83.2	27/11/2002 15:07	384.95
37587.8097	80.3	27/11/2002 19:26	385.1298
37587.8299	79.3	27/11/2002 19:55	385.15
37588.0396	76.1	28/11/2002 00:57	385.3597
37588.5597	69.1	28/11/2002 13:26	385.8798
37588.5799	69.6	28/11/2002 13:55	385.9
37588.75	67.3	28/11/2002 18:00	386.0701
37588.8299	69.3	28/11/2002 19:55	386.15
37588.9299	69	28/11/2002 22:19	386.25
37589.0396	66.3	29/11/2002 00:57	386.3597
37589.1396	64.4	29/11/2002 03:21	386.4597
37589.5597	60.5	29/11/2002 13:26	386.8798
37589.6694	60.4	29/11/2002 16:04	386.9895
37589.8396	58.3	29/11/2002 20:09	387.1597
37590.2	55.9	30/11/2002 04:48	387.5201
37590.3396	55.3	30/11/2002 08:09	387.6597
37590.4097	54.1	30/11/2002 09:50	387.7298
37591.1	50.3	01/12/2002 02:24	388.4201
37591.4396	48.7	01/12/2002 10:33	388.7597
37591.6694	47.7	01/12/2002 16:04	388.9895
37592	48.1	02/12/2002 00:00	389.3201
37592.3896	46.1	02/12/2002 09:21	389.7097
37592.5194	45.4	02/12/2002 12:28	389.8395
37593.6299	41.2	03/12/2002 15:07	390.95
37594.6694	38.3	04/12/2002 16:04	391.9895
37594.6799	38.8	04/12/2002 16:19	392
37594.8896	37.7	04/12/2002 21:21	392.2097
37594.9597	37.9	04/12/2002 23:02	392.2798
37594.9799	37.7	04/12/2002 23:31	392.3
37595.1896	37.2	05/12/2002 04:33	392.5097
37595.6799	37	05/12/2002 16:19	393
37595.6896	35.9	05/12/2002 16:33	393.0097
37595.85	36.4	05/12/2002 20:24	393.1701
37595.8597	35.8	05/12/2002 20:38	393.1798
37597.4299	32.9	07/12/2002 10:19	394.75
37599.5799	29.9	09/12/2002 13:55	396.9
37600.0097	31.3	10/12/2002 00:14	397.3298
37600.6694	29.6	10/12/2002 16:04	397.9895
37600.7896	29.9	10/12/2002 18:57	398.1097
37600.85	30.7	10/12/2002 20:24	398.1701
37601.0194	36.4	11/12/2002 00:28	398.3395
37601.1799	40.2	11/12/2002 04:19	398.5
37601.3299	49.9	11/12/2002 07:55	398.65
37601.3896	52.7	11/12/2002 09:21	398.7097
37601.5194	55.6	11/12/2002 12:28	398.8395
37601.6597	63.4	11/12/2002 15:50	398.9798
37601.7694	75.2	11/12/2002 18:28	399.0895
37601.8299	92.1	11/12/2002 19:55	399.15
37601.8597	95.6	11/12/2002 20:38	399.1798
37601.9597	121	11/12/2002 23:02	399.2798
37601.9694	122	11/12/2002 23:16	399.2895
37602	124	12/12/2002 00:00	399.3201
37602.0396	127	12/12/2002 00:57	399.3597
37602.0694	125	12/12/2002 01:40	399.3895
37602.0896	120	12/12/2002 02:09	399.4097
37602.1896	105	12/12/2002 04:33	399.5097
37602.2299	102	12/12/2002 05:31	399.55
37602.2694	101	12/12/2002 06:28	399.5895
37602.3299	101	12/12/2002 07:55	399.65
37602.3896	102	12/12/2002 09:21	399.7097
37602.4694	107	12/12/2002 11:16	399.7895
37602.5194	110	12/12/2002 12:28	399.8395
37602.5299	111	12/12/2002 12:43	399.85
37602.55	112	12/12/2002 13:12	399.8701
37602.6	127	12/12/2002 14:24	399.9201
37602.6194	131	12/12/2002 14:52	399.9395
37602.6299	131	12/12/2002 15:07	399.95
37602.6896	122	12/12/2002 16:33	400.0097
37602.7299	120	12/12/2002 17:31	400.05
37602.8299	110	12/12/2002 19:55	400.15
37602.9799	104	12/12/2002 23:31	400.3
37603.15	98.2	13/12/2002 03:36	400.4701
37603.2299	95.5	13/12/2002 05:31	400.55
37603.2799	95	13/12/2002 06:43	400.6
37603.2896	93.8	13/12/2002 06:57	400.6097
37603.3396	92.1	13/12/2002 08:09	400.6597
37603.4	91.6	13/12/2002 09:36	400.7201
37603.5194	87.9	13/12/2002 12:28	400.8395
37603.5799	87.3	13/12/2002 13:55	400.9
37603.65	85.5	13/12/2002 15:36	400.9701
37603.75	84.2	13/12/2002 18:00	401.0701
37604.0799	77.8	14/12/2002 01:55	401.4
37604.3299	74.4	14/12/2002 07:55	401.65
37604.3896	72.6	14/12/2002 09:21	401.7097
37604.7194	68.8	14/12/2002 17:16	402.0395
37604.8097	70.3	14/12/2002 19:26	402.1298
37604.9799	69.2	14/12/2002 23:31	402.3
37605.1097	71.3	15/12/2002 02:38	402.4298
37605.2694	69	15/12/2002 06:28	402.5895
37605.3299	68.9	15/12/2002 07:55	402.65
37605.55	65.5	15/12/2002 13:12	402.8701
37605.6396	65.1	15/12/2002 15:21	402.9597
37605.65	64.4	15/12/2002 15:36	402.9701
37606.3194	59.9	16/12/2002 07:40	403.6395
37606.5299	58	16/12/2002 12:43	403.85
37607.4	53.7	17/12/2002 09:36	404.7201
37607.65	53.1	17/12/2002 15:36	404.9701
37607.6597	52.5	17/12/2002 15:50	404.9798
37608.1799	51.4	18/12/2002 04:19	405.5
37608.5694	49.5	18/12/2002 13:40	405.8895
37608.6396	48.9	18/12/2002 15:21	405.9597
37608.65	46	18/12/2002 15:36	405.9701
37609.3299	43.2	19/12/2002 07:55	406.65
37609.3396	43.7	19/12/2002 08:09	406.6597
37609.6694	42.6	19/12/2002 16:04	406.9895
37610.8396	38.6	20/12/2002 20:09	408.1597
37611.6299	37	21/12/2002 15:07	408.95
37614.0694	34.6	24/12/2002 01:40	411.3895
37614.0799	35.2	24/12/2002 01:55	411.4
37614.45	34.4	24/12/2002 10:48	411.7701
37614.8896	33.6	24/12/2002 21:21	412.2097
37614.9097	34.1	24/12/2002 21:50	412.2298
37615.5694	32.6	25/12/2002 13:40	412.8895
37615.5799	33.1	25/12/2002 13:55	412.9
37617.0097	31.2	27/12/2002 00:14	414.3298
37617.4194	34.3	27/12/2002 10:04	414.7395
37617.4597	35.2	27/12/2002 11:02	414.7798
37617.5	37.5	27/12/2002 12:00	414.8201
37617.6097	40.2	27/12/2002 14:38	414.9298
37617.6299	41.6	27/12/2002 15:07	414.95
37617.6799	42	27/12/2002 16:19	415
37617.7194	43.2	27/12/2002 17:16	415.0395
37617.7694	52.9	27/12/2002 18:28	415.0895
37617.7799	59.8	27/12/2002 18:43	415.1
37617.8396	80.1	27/12/2002 20:09	415.1597
37617.9194	122	27/12/2002 22:04	415.2395
37617.9194	136	27/12/2002 22:04	415.2395
37617.9299	144	27/12/2002 22:19	415.25
37617.9396	148	27/12/2002 22:33	415.2597
37617.9597	146	27/12/2002 23:02	415.2798
37617.9694	147	27/12/2002 23:16	415.2895
37617.9799	145	27/12/2002 23:31	415.3
37617.9799	144	27/12/2002 23:31	415.3
37618.0194	136	28/12/2002 00:28	415.3395
37618.0194	133	28/12/2002 00:28	415.3395
37618.1097	112	28/12/2002 02:38	415.4298
37618.2299	97.2	28/12/2002 05:31	415.55
37618.3299	90.1	28/12/2002 07:55	415.65
37618.4694	84.2	28/12/2002 11:16	415.7895
37618.6597	79.5	28/12/2002 15:50	415.9798
37618.8396	78.2	28/12/2002 20:09	416.1597
37618.9194	76.1	28/12/2002 22:04	416.2395
37618.9896	75.9	28/12/2002 23:45	416.3097
37619	74.8	29/12/2002 00:00	416.3201
37619.3896	70	29/12/2002 09:21	416.7097
37619.5194	69.3	29/12/2002 12:28	416.8395
37619.5597	68.3	29/12/2002 13:26	416.8798
37619.6396	68.1	29/12/2002 15:21	416.9597
37620.05	63.9	30/12/2002 01:12	417.3701
37620.15	63.7	30/12/2002 03:36	417.4701
37620.4597	60.6	30/12/2002 11:02	417.7798
37620.5194	60.1	30/12/2002 12:28	417.8395
37620.8	58.7	30/12/2002 19:12	418.1201
37620.8097	58.1	30/12/2002 19:26	418.1298
37620.9097	57.9	30/12/2002 21:50	418.2298
37621	56.7	31/12/2002 00:00	418.3201
37621.0097	57.2	31/12/2002 00:14	418.3298
37621.5694	53.1	31/12/2002 13:40	418.8895
37621.9396	51.1	31/12/2002 22:33	419.2597
37621.9597	51.6	31/12/2002 23:02	419.2798
37622.05	50.4	01/01/2003 01:12	419.3701
37622.8597	46.3	01/01/2003 20:38	420.1798
37623.7396	43.5	02/01/2003 17:45	421.0597
37623.9	42.6	02/01/2003 21:36	421.2201
37624.25	41.9	03/01/2003 06:00	421.5701
37624.3597	41.2	03/01/2003 08:38	421.6798
37625.0097	39.4	04/01/2003 00:14	422.3298
37626	36.9	05/01/2003 00:00	423.3201
37626.5299	34.8	05/01/2003 12:43	423.85
37627.5194	32.9	06/01/2003 12:28	424.8395
37627.5299	33.4	06/01/2003 12:43	424.85
37628.5299	30.3	07/01/2003 12:43	425.85
37629.4694	29	08/01/2003 11:16	426.7895
37629.8396	29.3	08/01/2003 20:09	427.1597
37631.5799	25.5	10/01/2003 13:55	428.9
37631.9694	25.5	10/01/2003 23:16	429.2895
37632.0597	25	11/01/2003 01:26	429.3798
37632.0799	24.8	11/01/2003 01:55	429.4
37632.5694	23.3	11/01/2003 13:40	429.8895
37632.6896	24.3	11/01/2003 16:33	430.0097
37633.4299	22.3	12/01/2003 10:19	430.75
37633.6896	23.3	12/01/2003 16:33	431.0097
37634.2694	21.2	13/01/2003 06:28	431.5895
37634.3896	21.6	13/01/2003 09:21	431.7097
37634.6299	21.9	13/01/2003 15:07	431.95
37634.6694	22.4	13/01/2003 16:04	431.9895
37634.6799	22.8	13/01/2003 16:19	432
37634.6896	22.9	13/01/2003 16:33	432.0097
37634.7799	23.4	13/01/2003 18:43	432.1
37634.8299	22.7	13/01/2003 19:55	432.15
37635.4299	21.5	14/01/2003 10:19	432.75
37638.4799	19.1	17/01/2003 11:31	435.8
37638.9	20.6	17/01/2003 21:36	436.2201
37640	18.9	19/01/2003 00:00	437.3201
37641	19.6	20/01/2003 00:00	438.3201
37641.7799	18.5	20/01/2003 18:43	439.1
37641.7896	17.9	20/01/2003 18:57	439.1097
37642.0694	18.6	21/01/2003 01:40	439.3895
37642.1396	20.6	21/01/2003 03:21	439.4597
37642.2299	25.9	21/01/2003 05:31	439.55
